inner_id,id,dialogue,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3
2816,85516099,"Person1: I'm so glad you're here Louis... I've dreamed of your coming...
Person2: Don't try to speak... it's alright...
Person1: I didn't mean to let them do it... that Santiago, he tricked me...
Person2: That's all past, Lestat.
Person1: Yes. Past... she should never have been one of us...","LESTAT(m):I'm so glad you're here Louis... I've dreamed of your coming... 
LOUIS(m):Don't try to speak... it's alright... 
LESTAT(m):I didn't mean to let them do it... that Santiago, he tricked me... 
LOUIS(m):That's all past, Lestat. 
LESTAT(m):Yes. Past... she should never have been one of us...",interview with the vampire: the vampire chronicles,33.33333333333333,AN6,1,Playing Victim Role,0,,,4,AN1,0,,0,,,3,AN15,1,"Denial,Playing Victim Role",0,,,4
2817,85515420,"Person1: You got it.  Operation Deflower Mayflower is a bad joke and I'm the punchline.  I thought we were using the CIA to help us to get Mayflower, but really the CIA was using me to keep us away from Mayflower.
Person2: Oh, why couldn't I be the Cardinal in charge of catering.... If the Mayflowers get the three sections of Da Vinci's crystal and his instructions for the gold machine-- Aie-yi--Do we got anything?  What of Alex, Hawk's friend, where is his loyalty?
Person1: I'm going to find out.
Person2: I'm sorry for losing it back there, but you must remember, sister, you have vows to God as well as a mission to the world.
Person1: I know, I know, your Eminence, just say ""God go with me.""
Person2: God go with you, sister.","ANNA(f):You got it.  Operation Deflower Mayflower is a bad joke and I'm the punchline.  I thought we were using the CIA to help us to get Mayflower, but really the CIA was using me to keep us away from Mayflower. 
CARDINAL(?):Oh, why couldn't I be the Cardinal in charge of catering.... If the Mayflowers get the three sections of Da Vinci's crystal and his instructions for the gold machine-- Aie-yi--Do we got anything?  What of Alex, Hawk's friend, where is his loyalty? 
ANNA(f):I'm going to find out. 
CARDINAL(?):I'm sorry for losing it back there, but you must remember, sister, you have vows to God as well as a mission to the world. 
ANNA(f):I know, I know, your Eminence, just say ""God go with me."" 
CARDINAL(?):God go with you, sister.",hudson hawk,100.0,AN12,0,,0,,,4,AN14,0,,0,,,3,AN1,0,,0,,,3
2818,85518292,"Person1: It's not like I can't go out and have fun with my friends.
Person2: You think I'm Ronnie's spy or somethin'? Come tomorrow that dumb- ass gonna be halfway round the world tryin' to keep his head on his shoulders. You think he's gonna be thinkin' about you?
Person1: You go to hell.","RAE(f):It's not like I can't go out and have fun with my friends. 
GILL(m):You think I'm Ronnie's spy or somethin'? Come tomorrow that dumb- ass gonna be halfway round the world tryin' to keep his head on his shoulders. You think he's gonna be thinkin' about you? 
RAE(f):You go to hell.",black snake moan,33.33333333333333,AN1,1,"Shaming or Belittlement,Accusation",1,"Dependency,Low self-esteem",You think I'm Ronnie's spy or somethin'? Come tomorrow that dumb- ass gonna be halfway round the world tryin' to keep his head on his shoulders. You think he's gonna be thinkin' about you? <break> You go to hell.,4,AN10,0,,0,,,3,AN7,1,Persuasion or Seduction,0,,You think he's gonna be thinkin' about you?,3
2819,85516051,"Person1: YOU still want to go to Asgaard?
Person2: Of course.
Person1: Do you believe I love you?
Person2: I... but I...
Person1: You don't have to love me. Just, do you believe I love YOU?
Person2: Yes -- I believe you do.
Person1: Then let go!","AUD(f):YOU still want to go to Asgaard? 
ERIK(m):Of course. 
AUD(f):Do you believe I love you? 
ERIK(m):I... but I... 
AUD(f):You don't have to love me. Just: do you believe I love YOU? 
ERIK(m):Yes -- I believe you do. 
AUD(f):Then let go!",erik the viking,100.0,AN15,1,Playing Servant Role,1,Over-responsibility,,4,AN6,1,Persuasion or Seduction,1,Dependency,,4,AN1,1,Persuasion or Seduction,1,Over-responsibility,"You don't have to love me. Just, do you believe I love YOU?",5
2820,85517344,"Person1: At the wedding?  You invite him?  Bob, don't you realize he's writing another article about me?
Person2: Sure I do.  But the bet defense is a good offense, right?  You're not going to let your opponent throw you off your game.
Person1: You don't understand this guy.
Person2: Let him come to the wedding.  You're not running, right?  Say it. ""I'm not...""
Person1: I'm not running.
Person2: So if you're not running and Ike Graham is there to see it, then any article he writes has got to have a happy ending, right?  All we're doing is turning lemon into lemonade.
Person1: I've got news for you.  No amount of sugar and water is going to turn like Graham into something you want to take on a picnic.","MAGGIE(f):At the wedding?  You invite him?  Bob, don't you realize he's writing another article about me? 
BOB(?):Sure I do.  But the bet defense is a good offense, right?  You're not going to let your opponent throw you off your game. 
MAGGIE(f):You don't understand this guy. 
BOB(?):Let him come to the wedding.  You're not running, right?  Say it. ""I'm not..."" 
MAGGIE(f):I'm not running. 
BOB(?):So if you're not running and Ike Graham is there to see it, then any article he writes has got to have a happy ending, right?  All we're doing is turning lemon into lemonade. 
MAGGIE(f):I've got news for you.  No amount of sugar and water is going to turn like Graham into something you want to take on a picnic.",runaway bride,100.0,AN13,1,Accusation,0,,,3,AN1,1,"Rationalization,Persuasion or Seduction",1,"Naivete,Over-intellectualization","Sure I do. But the bet defense is a good offense, right? You're not going to let your opponent throw you off your game. <break> So if you're not running and Ike Graham is there to see it, then any article he writes has got to have a happy ending, right? All we're doing is turning lemon into lemonade.",3,AN17,1,"Shaming or Belittlement,Persuasion or Seduction",0,,"You're not running, right? Say it. ""I'm not..."" <break> No amount of sugar and water is going to turn like Graham into something you want to take on a picnic. <break> I've got news for you. ",4
2821,85515791,"Person1: Can I get that credit card from you?
Person2: I don't like to use that credit card, Dignan.
Person1: Why not?
Person2: Because my mom gets the bill.
Person1: She's not going to notice, Anthony.
Person2: I don't want to use it.
Person1: Well, then cut it in half.
Person2: I keep it for emergencies.
Person1: Anthony, we're on the run. This is an emergency. It's only fair that...","DIGNAN(m):Can I get that credit card from you? 
ANTHONY(m):I don't like to use that credit card, Dignan. 
DIGNAN(m):Why not? 
ANTHONY(m):Because my mom gets the bill. 
DIGNAN(m):She's not going to notice, Anthony. 
ANTHONY(m):I don't want to use it. 
DIGNAN(m):Well, then cut it in half. 
ANTHONY(m):I keep it for emergencies. 
DIGNAN(m):Anthony, we're on the run. This is an emergency. It's only fair that...",bottle rocket,100.0,AN12,1,"Rationalization,Persuasion or Seduction",0,,"Anthony, we're on the run. This is an emergency. It's only fair that.. <break> She's not going to notice, Anthony.",4,AN6,1,"Evasion,Rationalization",0,,,4,AN1,1,"Rationalization,Persuasion or Seduction",1,"Over-intellectualization,Low self-esteem","She's not going to notice, Anthony. <break> Anthony, we're on the run. This is an emergency. It's only fair that.",5
2822,85517064,"Person1: Why, Buddy, shut your mouth! What an awful thing to say, and where did you get any such idea as that, anyhow?
Person2: I'm curious to see what it's like. I'm very curious, Rose.
Person1: Well, now that is just too bad! Curiosity killed the cat.
Person2: Yeah, but satisfaction brought him back. Can I?
Person1: No! You ought to be ashamed of yourself astin' such a nasty things a child your age!
Person2: Can't I touch it a little, Rose -- not a lot, just a little?
Person1: Of course you can't! I'm... I'm shocked at you, Buddy, real shocked! Now you be quiet or I'm going back to my own bed!
Person2: Please, Rose. I'm curious, that's all, I have a natural curiosity, it's only human. You're my friend, aren't you? Don't you like me?  I like you, Rose, a lot -- in fact, I love you.
Person1: Well, you're sweet, but you don't really love me.
Person2: Yes, I do. Please, Rose, be a good sport.
Person1: Buddy, you're just a child.
Person2: I'm thirteen. And I have a natural curiosity. It's only nature, Rose, that's all. Now what's wrong with nature, huh?
Person1: Well, nothin'.","ROSE(f):Why, Buddy, shut your mouth! What an awful thing to say, and where did you get any such idea as that, anyhow? 
BUDDY(m):I'm curious to see what it's like. I'm very curious, Rose. 
ROSE(f):Well, now that is just too bad! Curiosity killed the cat. 
BUDDY(m):Yeah, but satisfaction brought him back. Can I? 
ROSE(f):No! You ought to be ashamed of yourself astin' such a nasty things a child your age! 
BUDDY(m):Can't I touch it a little, Rose -- not a lot, just a little? 
ROSE(f):Of course you can't! I'm... I'm shocked at you, Buddy, real shocked! Now you be quiet or I'm going back to my own bed! 
BUDDY(m):Please, Rose. I'm curious, that's all, I have a natural curiosity, it's only human. You're my friend, aren't you? Don't you like me?  I like you, Rose, a lot -- in fact, I love you. 
ROSE(f):Well, you're sweet, but you don't really love me. 
BUDDY(m):Yes, I do. Please, Rose, be a good sport. 
ROSE(f):Buddy, you're just a child. 
BUDDY(m):I'm thirteen. And I have a natural curiosity. It's only nature, Rose, that's all. Now what's wrong with nature, huh? 
ROSE(f):Well, nothin'.",rambling rose,100.0,AN13,1,"Feigning Innocence,Accusation",0,,,3,AN1,1,"Shaming or Belittlement,Accusation,Persuasion or Seduction",1,Naivete,"Well, you're sweet, but you don't really love me. <break> Buddy, you're just a child. <break> Yes, I do. Please, Rose, be a good sport.",3,AN7,1,"Rationalization,Intimidation,Persuasion or Seduction",0,,"'m curious to see what it's like. I'm very curious, Rose. <break> shut your mouth <break>  You're my friend, aren't you? Don't you like me? I like you, Rose, a lot -- in fact, I love you",5
2823,85514710,"Person1: All right, you dead people!  Come on out, or we'll break down this door and drag you out on the ropes you hanged yourself with!
Person2: Shhhh.  They didn't commit suicide.
Person1: It doesn't matter.  What matters is I've got a roomful of guests down there, who think I'm a fraud.  I am going to teach you something here Lydia.  You've got to take the right tone in things like this, or people -- whether they're dead or alive -- people will walk all over you.  Come on out, or I will make death so miserable that you will wish you had never lived!","DELIA(f):All right, you dead people!  Come on out, or we'll break down this door and drag you out on the ropes you hanged yourself with! 
LYDIA(f):Shhhh.  They didn't commit suicide. 
DELIA(f):It doesn't matter.  What matters is I've got a roomful of guests down there, who think I'm a fraud.  I am going to teach you something here Lydia.  You've <u>got</u> to take the right tone in things like this, or people -- whether they're dead or alive -- people will walk all <u>over</u> you.  Come on out, or I will make death so miserable that you will wish you had never <u>lived</u>!",beetle juice,100.0,AN11,0,,0,,,4,AN1,0,,0,,,2,AN7,0,,0,,,3
2824,85517946,"Person1: Well, I'm saying this, Shel. Usually I take the contracts to the bank.  Last night I didn't.  How did you know that?  One night in a year I left a contract on my desk. Nobody knew that but you.  Now how did you know that?  You want to talk to me, you want to talk to someone else...because this is my job.  This is my job on the line, and you are going to talk to me.  Now how did you know that contract was on my desk?
Person2: You're so full of shit.
Person1: You robbed the office.
Person2: Sure!  I robbed the office.  Sure.
Person1: What'd you do with the leads?  You want to go in there?  I tell him what I know, he's going to dig up something...You got an alibi last night?  You better have one. What did you do with the leads?  If you tell me what you did with the leads, we can talk.
Person2: I don't know what you are saying.
Person1: If you tell me where the leads are, I won't turn you in.  If you don't, I am going to tell the cop you stole them, Mitch and Murray will see that you go to jail.  Believe me they will.  Now, what did you do with the leads?  I'm walking in that door--you have five seconds to tell me, or you are going to jail.
Person2: I...","WILLIAMSON(m):Well, I'm saying this, Shel: usually I take the contracts to the bank.  Last night I didn't.  How did you know that?  One night in a year I left a contract on my desk. Nobody knew that but you.  Now how did you know that?  You want to talk to me, you want to talk to someone else...because this is my job.  This is my job on the line, and you are going to talk to me.  Now how did you know that contract was on my desk? 
LEVENE(m):You're so full of shit. 
WILLIAMSON(m):You robbed the office. 
LEVENE(m):Sure!  I robbed the office.  Sure. 
WILLIAMSON(m):What'd you do with the leads?  You want to go in there?  I tell him what I know, he's going to dig up something...You got an alibi last night?  You better have one. What did you do with the leads?  If you tell me what you did with the leads, we can talk. 
LEVENE(m):I don't know what you are saying. 
WILLIAMSON(m):If you tell me where the leads are, I won't turn you in.  If you don't, I am going to tell the cop you stole them, Mitch and Murray will see that you go to jail.  Believe me they will.  Now, what did you do with the leads?  I'm walking in that door--you have five seconds to tell me: or you are going to jail. 
LEVENE(m):I...",glengarry glen ross,100.0,AN6,1,"Denial,Shaming or Belittlement",0,,You're so full of shit. <break> I don't know what you are saying.,4,AN1,1,"Denial,Accusation,Persuasion or Seduction",1,Dependency,"What'd you do with the leads? You want to go in there? I tell him what I know, he's going to dig up something...You got an alibi last night? You better have one. What did you do with the leads? If you tell me what you did with the leads, we can talk. <break> I don't know what you are saying.",4,AN8,1,Intimidation,0,,,4
2825,85517150,"Person1: Come on. We're goin' over to Elton's.
Person2: I'm not.
Person1: You just going to sit there?
Person2: Yes.
Person1: Okay. Hope no one hits on you.
Person2: I hope they do.","BOBBY(M):Come on. We're goin' over to Elton's. 
RAYETTE(f):I'm not. 
BOBBY(M):You just going to sit there? 
RAYETTE(f):Yes. 
BOBBY(M):Okay. Hope no one hits on you. 
RAYETTE(f):I hope they do.",five easy pieces,100.0,AN1,0,,0,,,3,AN11,0,,0,,,4,AN13,0,,0,,,3
2826,85517369,"Person1: Joey said you wanted to meet me. Is that right? You wanted to meet me?
Person2: I just wanted to say hello.
Person1: You wanted to say hello, eh? I can't believe it. When did you fall outa heaven? Anyone ever tell you you're the most beautiful one here, princess of the pool. You got a baby face. Look at mine. Whatcha wanna meet me for?
Person2: I don't know. 'Cause you're cute.
Person1: Ya hear, Joey? She thinks this face is cute? Hey, whatcha doin' now? You wanna go for a ride?","JAKE(m):Joey said you wanted to meet me. Is that right? You wanted to meet me? 
VICKIE(f):I just wanted to say hello. 
JAKE(m):You wanted to say hello, eh? I can't believe it. When did you fall outa heaven? Anyone ever tell you you're the most beautiful one here, princess of the pool. You got a baby face. Look at mine. Whatcha wanna meet me for? 
VICKIE(f):I don't know. 'Cause you're cute. 
JAKE(m):Ya hear, Joey? She thinks this face is cute? Hey, whatcha doin' now? You wanna go for a ride?",raging bull,33.33333333333333,AN13,0,,0,,,3,AN14,0,,0,,,2,AN1,1,Persuasion or Seduction,1,Low self-esteem,"Anyone ever tell you you're the most beautiful one here, princess of the pool. You got a baby face. Look at mine. Whatcha wanna meet me for?",4
2827,85518456,"Person1: Oh? Anything else?
Person2: Oh yes. She thinks you like policing because you think you're right about everything. And you're the only one who can do anything. And that when you drink a lot of beer you say things like none of the other police would know a crook from a... um... bag of elbows.","BOOK(m):Oh? Anything else? 
RACHEL(f):Oh yes. She thinks you like policing because you think you're right about everything. And you're the only one who can do anything. And that when you drink a lot of beer you say things like none of the other police would know a crook from a... um... bag of elbows.",witness,100.0,AN7,0,,0,,,4,AN14,0,,0,,,3,AN1,0,,0,,,4
2828,85516215,"Person1: And I don't want any shit and I don't give a shit, Lingk puts me over the top, you filed it, that's fine, any other shit kicks out you go back.  You...you reclose it, 'cause I closed it and you...you owe me the car.
Person2: Would you excuse us, please.","ROMA(m):And I don't want any fucking shit and I don't give a shit, Lingk puts me over the top, you filed it, that's fine, any other shit kicks out you go back.  You...you reclose it, 'cause I closed it and you...you owe me the car. 
BAYLEN(?):Would you excuse us, please.",glengarry glen ross,33.33333333333333,AN2,0,,0,,,5,AN5,1,"Brandishing Anger,Accusation",1,Over-responsibility," I don't want any shit and I don't give a shit,",5,AN1,1,Shaming or Belittlement,1,Over-responsibility,"And I don't want any shit and I don't give a shit, Lingk puts me over the top, you filed it, that's fine, any other shit kicks out you go back. You...you reclose it, 'cause I closed it and you...you owe me the car.",3
2829,85516803,"Person1: Yes, sir. But that's what I like about her. She's not like all the other girls at school.
Person2: Charles, in spite of your adolescent infatuation with music, we've always regarded you a a fine young man. We've trusted you with our daughter.
Person1: Yes, sir. Trust is a twoway street. In the past two years I've been pleased to note that you and Mrs. Kelcher have, uh, fulfilled your sacred trust of being good parents to the, uh, woman I plan to take off your hands.","CHARLIE(m):Yes, sir. But that's what I like about her. She's not like all the other girls at school. 
MR. KELCHER(M):Charles, in spite of your adolescent infatuation with music, we've always regarded you a a fine young man. We've trusted you with our daughter. 
CHARLIE(m):Yes, sir. Trust is a twoway street. In the past two years I've been pleased to note that you and Mrs. Kelcher have, uh, fulfilled your sacred trust of being good parents to the, uh, woman I plan to take off your hands.",peggy sue got married,33.33333333333333,AN16,1,"Playing Servant Role,Persuasion or Seduction",1,Naivete,"Yes, sir. But that's what I like about her. She's not like all the other girls at school. <break> Yes, sir. Trust is a twoway street. In the past two years I've been pleased to note that you and Mrs. Kelcher have, uh, fulfilled your sacred trust of being good parents to the, uh, woman I plan to take off your hands.",2,AN7,0,,0,,,4,AN1,0,,0,,,4
2830,85519212,"Person1: We should go back -- you -- you could tear that door apart --
Person2: Don't move. We --
Person1: -- should go back. Now!
Person2: No. Don't --
Person1: I'm in charge. We go back!","MANNING(?):We should go back -- you -- you could tear that door apart -- 
HELLBOY(m):Don't move. We -- 
MANNING(?):-- should go back. Now! 
HELLBOY(m):No. Don't -- 
MANNING(?):I'm in charge. We go back!",hellboy,33.33333333333333,AN1,0,,0,,,4,AN17,1,"Intimidation,Brandishing Anger",0,,I'm in charge. We go back!,4,AN6,0,,0,,,5
2831,85518683,"Person1: Do yourself a favor, Norman.  Are you listening?  Don't tell anyone what you just told me.
Person2: C'mon, Beth -- that report's like the blind leading the blind.
Person1: Because when we get down there --
Person2: Wait -- down where?
Person1: To the spacecraft.  To investigate.
Person2: Underwater?
Person1: What do you expect?  For them to bring it up here?
Person2: We can't go down there.  We're not prepared.  That deep?  That takes years of training, Beth.  We're just scientists.  Lab scietists.  We wear ties and lab coats to work -- not oxygen tanks.
Person1: Well, you must have realized the chances an encounter like this would happen here.  In the ocean.  70 percent of the earth's surface is water, Norman.  That's first grade geography.
Person2: It never occurred to me.
Person1: Well, let's pray that's the only mistake you made.  Have you said anything to Barnes about this?
Person2: The timing has never seemed quite right.
Person1: Just keep your mouth shut, alright? This could mean everything to our careers, you know that?  Don't jeopardize this.
Person2: What -- are you threatening me?","BETH(f):Do yourself a favor, Norman.  Are you listening?  Don't tell anyone what you just told me. 
NORMAN(m):C'mon, Beth -- that report's like the blind leading the blind. 
BETH(f):Because when we get down there -- 
NORMAN(m):Wait -- down where? 
BETH(f):To the spacecraft.  To investigate. 
NORMAN(m):Underwater? 
BETH(f):What do you expect?  For them to bring it up here? 
NORMAN(m):We can't go down there.  We're not prepared.  That deep?  That takes years of training, Beth.  We're just scientists.  Lab scietists.  We wear ties and lab coats to work -- not oxygen tanks. 
BETH(f):Well, you must have realized the chances an encounter like this would happen here.  In the ocean.  70 percent of the earth's surface is water, Norman.  That's first grade geography. 
NORMAN(m):It never occurred to me. 
BETH(f):Well, let's pray that's the only mistake you made.  Have you said anything to Barnes about this? 
NORMAN(m):The timing has never seemed quite right. 
BETH(f):Just keep your mouth shut, alright? This could mean everything to our careers, you know that?  Don't jeopardize this. 
NORMAN(m):What -- are you threatening me?",sphere,100.0,AN7,1,Persuasion or Seduction,0,,"Just keep your mouth shut, alright? This could mean everything to our careers, you know that? Don't jeopardize this.",4,AN1,1,"Shaming or Belittlement,Intimidation",1,"Dependency,Over-intellectualization","Just keep your mouth shut, alright? This could mean everything to our careers, you know that? Don't jeopardize this.",3,AN9,1,Playing Victim Role,1,Over-responsibility,,3
2832,85515836,"Person1: Who are you? -- An embezzler most likely.
Person2: An embezzler -- you're going to take that back, right here in the presence of this young lady -- who do you think you're talking to? You think I'm dirt, if I'm dirt, you're a lot dirtier, Mr. Industrial Magnate Preysing.
Person1: You're discharged.
Person2: Me?
Person1: Yes you -- shut your mouth -- get out -- you're discharged.","PREYSING(m):Who are you? -- An embezzler most likely. 
KRINGELEIN(m):An embezzler -- you're going to take that back, right here in the presence of this young lady -- who do you think you're talking to? You think I'm dirt, if I'm dirt, you're a lot dirtier, Mr. Industrial Magnate Preysing. 
PREYSING(m):You're discharged. 
KRINGELEIN(m):Me? 
PREYSING(m):Yes you -- shut your mouth -- get out -- you're discharged.",grand hotel,33.33333333333333,AN1,0,,0,,,4,AN12,0,,0,,,2,AN7,1,Brandishing Anger,0,,,4
2833,85518904,"Person1: You mean like, strip strip?
Person2: For me?","JIM(m):You mean like, <u>strip</u> strip? 
NADIA(?):For me?",american pie,100.0,AN9,0,,0,,,4,AN7,0,,0,,,2,AN1,0,,0,,,4
2834,85515388,"Person1: Amy, I noticed you went through my messages. Why?
Person2: Oh, come on. Well everyone does it. It's just human nature.
Person1: That doesn't make it right or justify it.
Person2: Don't be so dramatic. I'm just making sure you're loyal.",,,100.0,AN14,1,"Rationalization,Shaming or Belittlement",0,,"h, come on. Well everyone does it. It's just human nature. <break> Don't be so dramatic. I'm just making sure you're loya <break> l. <break> O",4,AN12,1,"Feigning Innocence,Rationalization",0,, I'm just making sure you're loyal. <break> Well everyone does it. It's just human nature.,5,AN1,1,"Evasion,Feigning Innocence,Rationalization",1,Low self-esteem,"Oh, come on. Well everyone does it. It's just human nature. <break> Don't be so dramatic. I'm just making sure you're loyal.",5
2835,85517420,"Person1: Get real, Z!  She just dropped the scarf by accident!
Person2: Are you kidding?  There were sparks between us!  This scarf is a sign!
Person1: It's a sign that you're crazy!  Do you know what the penalty for impersonating a soldier is?
Person2: What's gonna go wrong?!  I take your place for the royal inspection.  Bala comes strolling down the line, she sees me -- bingo!  Love is rekindled, and she takes me up to the palace for a little...  tea and crumpets... and you take your place again, and go march around to your heart's content!","WEAVER(m):Get real, Z!  She just dropped the scarf by accident! 
Z(m):Are you kidding?  There were sparks between us!  This scarf is a sign! 
WEAVER(m):It's a sign that you're crazy!  Do you know what the penalty for impersonating a soldier is? 
Z(m):What's gonna go wrong?!  I take your place for the royal inspection.  Bala comes strolling down the line, she sees me -- <u>bingo</u>!  Love is rekindled, and she takes me up to the palace for a little...  tea and crumpets... and you take your place again, and go march around to your heart's content!",antz,100.0,AN13,1,"Brandishing Anger,Accusation",0,,,3,AN14,1,Shaming or Belittlement,0,,It's a sign that you're crazy!,3,AN1,1,"Shaming or Belittlement,Accusation,Persuasion or Seduction",1,"Over-responsibility,Over-intellectualization",Do you know what the penalty for impersonating a soldier is? <break> What's gonna go wrong?!,4
2836,85516153,"Person1: Homer, don't you know what business you in? You don't wanna go into no business with me, Homer--ain't that right?
Person2: Go on, cut my clothes. I've got other clothes.","MR. ROSE(m):Homer, don't you know what business you in? You don't wanna go into no business with me, Homer--ain't that right? 
HOMER(m):Go on, cut my clothes. I've got other clothes.",the cider house rules,33.33333333333333,AN15,1,"Evasion,Shaming or Belittlement,Intimidation",1,"Dependency,Low self-esteem",,4,AN2,0,,0,,,5,AN5,1,Intimidation,1,Dependency,,5
2837,85516237,"Person1: Since I was a child, Ive always had a power over men. When I realized my father wouldnt rescue me from the kidnappers, I knew I had to form a new alliance.
Person2: You turned Renard.
Person1: Just like you...only you were even easier.","ELEKTRA(f):Since I was a child, Ive always had a power over men. When I realized my father wouldnt rescue me from the kidnappers, I knew I had to form a new alliance. 
BOND(m):You turned Renard. 
ELEKTRA(f):Just like you...only you were even easier.",the world is not enough,33.33333333333333,AN5,0,,0,,,5,AN15,1,Shaming or Belittlement,1,Naivete,,4,AN2,0,,0,,,5
2838,85514660,"Person1: Y'know what Stephen said to me, right when all the shit was coming hard? ""You never know till the moment the fire stares you down if you're just gonna do this job or be great at it"".
Person2: Ah man, is he usin' that line now on you? What, you think he made that little gem up? Jesus Christ, I used to have to listen to my old man use that every morning.","TIM(?):Y'know what Stephen said to me, right when all the shit was coming hard? ""You never know till the moment the fire stares you down if you're just gonna do this job or be great at it"". 
BRIAN(m):Ah man, is he usin' that line now on you? What, you think he made that little gem up? Jesus Christ, I used to have to listen to my old man use that every morning.",backdraft,33.33333333333333,AN11,1,Shaming or Belittlement,1,Naivete,"Ah man, is he usin' that line now on you? What, you think he made that little gem up? Jesus Christ, I used to have to listen to my old man use that every morning.",5,AN1,0,,0,,,4,AN4,0,,0,,,3
2839,85516424,"Person1: If Chet sees you, he'll kill you, don't you know that?
Person2: I don't care.  I love you, Chris.  You deserve better than Chet and I'm it. Please accept these.
Person1: Knox, you're crazy.","CHRIS(f):If Chet sees you, he'll kill you, don't you know that? 
KNOX(m):I don't care.  I love you, Chris.  You deserve better than Chet and I'm it. Please accept these. 
CHRIS(f):Knox, you're crazy.",dead poets society,100.0,AN7,1,Persuasion or Seduction,0,,You deserve better than Chet and I'm it. Please accept these,4,AN17,1,Persuasion or Seduction,0,,"I don't care. I love you, Chris. You deserve better than Chet and I'm it. Please accept these.",5,AN2,1,Intimidation,0,,"If Chet sees you, he'll kill you, don't you know that?",5
2840,85514591,"Person1: You're crazy.
Person2: How badly do you want that money?! How bad do you want to stay out of jail?
Person1: Not bad enough to kill him.
Person2: Who said anything about killing?  Just keep driving straight...","BOOTH(m):You're crazy. 
EARL(m):How badly do you want that money?! How bad do you want to stay out of jail? 
BOOTH(m):Not bad enough to kill him. 
EARL(m):Who said anything about killing?  Just keep driving straight...",route 9,33.33333333333333,AN10,1,Persuasion or Seduction,0,,How badly do you want that money?! How bad do you want to stay out of jail? <break> Who said anything about killing? Just keep driving straight...,3,AN4,0,,0,,,4,AN1,1,"Evasion,Intimidation,Persuasion or Seduction",1,"Dependency,Low self-esteem",How badly do you want that money?! How bad do you want to stay out of jail? <break> Who said anything about killing?,5
2841,85518519,"Person1: Better times.
Person2: I was so... I been so... and then I saw you on TV, and I remembered, ya know... I always liked you...
Person1: Well, I always liked you, Mike.
Person2: I always liked ya so much...
Person1: It's okay, Mike - Should we get together another time, ya think?
Person2: No - I'm sorry! It's just - I been so lonely - then I saw you, and...","MARGE(f):Better times. 
MIKE(m):I was so... I been so... and then I saw you on TV, and I remembered, ya know... I always liked you... 
MARGE(f):Well, I always liked you, Mike. 
MIKE(m):I always liked ya so much... 
MARGE(f):It's okay, Mike - Should we get together another time, ya think? 
MIKE(m):No - I'm sorry! It's just - I been so lonely - then I saw you, and...",fargo,33.33333333333333,AN1,1,Persuasion or Seduction,1,Dependency,"It's okay, Mike - Should we get together another time, ya think?",3,AN7,1,Rationalization,1,Low self-esteem,,4,AN11,0,,0,,,4
2842,85518794,"Person1: H'mm ... no wonder I have trouble rounding up this show--Don't you know there's a rehearsal going on?-- And you wanted a raise.--Come on--get going or you'll get it!
Person2: Oh, all right--  See you later, Toots.","DENBY(m):H'mm ... no wonder I have trouble rounding up this show--Don't you know there's a rehearsal going on?-- And you wanted a raise.--Come on--get going or you'll get it! 
MARY(f):Oh, all right--  See you later, Toots.",transatlantic merry-go-round,100.0,AN9,0,,0,,,4,AN7,0,,0,,,5,AN1,0,,0,,,4
2843,85518866,"Person1: Is it possible his head struck the transom, or the stern gunnel, or the net roller, as you were bringing him in?
Person2: I don't think so.
Person1: You don't.  Think so.
Person2: He was heavy, but we were real careful.  But I don't remember him hitting anything, anywhere.
Person1: You don't.  Remember.","NELS(m):Is it possible his head struck the transom, or the stern gunnel, or the net roller, as you were bringing him in? 
MORAN(m):I don't think so. 
NELS(m):You don't.  <u>Think</u> so. 
MORAN(m):He was heavy, but we were real careful.  But I don't remember him hitting anything, anywhere. 
NELS(m):You don't.  <u>Remember</u>.",snow falling on cedars,100.0,AN1,0,,0,,,3,AN9,0,,0,,,3,AN7,0,,0,,,4
